Date,Ticker,Open,High,Low,Close,Volume
,,SHIB-USD,SHIB-USD,SHIB-USD,SHIB-USD,SHIB-USD
2020-12-11,SHIB-USD,,,,,71
2020-12-12,SHIB-USD,,,,,6
2020-12-13,SHIB-USD,,,,,21
2020-12-14,SHIB-USD,,,,,346
2020-12-19,SHIB-USD,,,,,13
2020-12-20,SHIB-USD,,,,,3
2020-12-26,SHIB-USD,,,,,9
2020-12-27,SHIB-USD,,,,,213
2020-12-29,SHIB-USD,,,,,119
2021-01-02,SHIB-USD,,,,,78
2021-01-03,SHIB-USD,,,,,2
2021-01-05,SHIB-USD,,,,,18
2021-01-09,SHIB-USD,,,,,201
2021-01-10,SHIB-USD,,,,,202
2021-01-11,SHIB-USD,,,,,66
2021-01-12,SHIB-USD,,,,,125
2021-01-14,SHIB-USD,,,,,619
2021-01-15,SHIB-USD,,,,,623
2021-01-16,SHIB-USD,,,,,1226
2021-01-17,SHIB-USD,,,,,48
2021-01-18,SHIB-USD,,,,,45
2021-01-19,SHIB-USD,,,,,8
2021-01-22,SHIB-USD,,,,,52
2021-01-25,SHIB-USD,,,,,473
2021-01-26,SHIB-USD,,,,,132
2021-01-27,SHIB-USD,,,,,38
2021-01-28,SHIB-USD,,,,,13
2021-01-29,SHIB-USD,,,,,523
2021-01-30,SHIB-USD,,,,,5708932
2021-01-31,SHIB-USD,,,,,23921741
2021-02-01,SHIB-USD,,,,,18665191
2021-02-02,SHIB-USD,,,,,5559512
2021-02-03,SHIB-USD,,,,,2682178
2021-02-04,SHIB-USD,,,,,1804078
2021-02-05,SHIB-USD,,,,,1298642
2021-02-06,SHIB-USD,,,,,595379
2021-02-07,SHIB-USD,,,,,1325910
2021-02-08,SHIB-USD,,,,,6113372
2021-02-09,SHIB-USD,,,,,1143430
2021-02-10,SHIB-USD,,,,,933735
2021-02-11,SHIB-USD,,,,,560752
2021-02-12,SHIB-USD,,,,,388735
2021-02-13,SHIB-USD,,,,,249169
2021-02-14,SHIB-USD,,,,,355425
2021-02-15,SHIB-USD,,,,,186938
2021-02-16,SHIB-USD,,,,,253570
2021-02-17,SHIB-USD,,,,,134903
2021-02-18,SHIB-USD,,,,,85076
2021-02-19,SHIB-USD,,,,,105110
2021-02-20,SHIB-USD,,,,,259931
2021-02-21,SHIB-USD,,,,,124684
2021-02-22,SHIB-USD,,,,,102994
2021-02-23,SHIB-USD,,,,,34174
2021-02-24,SHIB-USD,,,,,54984
2021-02-25,SHIB-USD,,,,,31669
2021-02-26,SHIB-USD,,,,,147256
2021-02-27,SHIB-USD,,,,,481991
2021-02-28,SHIB-USD,,,,,3832192
2021-03-01,SHIB-USD,,,,,991095
2021-03-02,SHIB-USD,,,,,528326
2021-03-03,SHIB-USD,,,,,1427316
2021-03-04,SHIB-USD,,,,,3502637
2021-03-05,SHIB-USD,,,,,2107990
2021-03-06,SHIB-USD,,,,,479871
2021-03-07,SHIB-USD,,,,,607173
2021-03-08,SHIB-USD,,,,,545662
2021-03-09,SHIB-USD,,,,,725264
2021-03-10,SHIB-USD,,,,,310950
2021-03-11,SHIB-USD,,,,,377979
2021-03-12,SHIB-USD,,,,,475257
2021-03-13,SHIB-USD,,,,,1283595
2021-03-14,SHIB-USD,,,,,226958
2021-03-15,SHIB-USD,,,,,11569431
2021-03-16,SHIB-USD,,,,,5609681
2021-03-17,SHIB-USD,,,,,3220467
2021-03-18,SHIB-USD,,,,,1423541
2021-03-19,SHIB-USD,,,,,2396974
2021-03-20,SHIB-USD,,,,,1165956
2021-03-21,SHIB-USD,,,,,1833105
2021-03-22,SHIB-USD,,,,,1425544
2021-03-23,SHIB-USD,,,,,900688
2021-03-24,SHIB-USD,,,,,539037
2021-03-25,SHIB-USD,,,,,602385
2021-03-26,SHIB-USD,,,,,722333
2021-03-27,SHIB-USD,,,,,514845
2021-03-28,SHIB-USD,,,,,1143577
2021-03-29,SHIB-USD,,,,,2342924
2021-03-30,SHIB-USD,,,,,941404
2021-03-31,SHIB-USD,,,,,1022750
2021-04-01,SHIB-USD,,,,,1238056
2021-04-02,SHIB-USD,,,,,1253053
2021-04-03,SHIB-USD,,,,,812224
2021-04-04,SHIB-USD,,,,,1264328
2021-04-05,SHIB-USD,,,,,1161738
2021-04-06,SHIB-USD,,,,,1294612
2021-04-07,SHIB-USD,,,,,835694
2021-04-08,SHIB-USD,,,,,338731
2021-04-09,SHIB-USD,,,,,610176
2021-04-10,SHIB-USD,,,,,1272821
2021-04-11,SHIB-USD,,,,,6995583
2021-04-12,SHIB-USD,,,,,17561875
2021-04-13,SHIB-USD,,,,,13314013
2021-04-14,SHIB-USD,,,,,6349137
2021-04-15,SHIB-USD,,,,,14718200
2021-04-16,SHIB-USD,,,,,161689870
2021-04-17,SHIB-USD,,,,,460833712
2021-04-18,SHIB-USD,,,,,142743623
2021-04-19,SHIB-USD,,,,,424418998
2021-04-20,SHIB-USD,,,,,526088540
2021-04-21,SHIB-USD,,,,,290865031
2021-04-22,SHIB-USD,,,,,194322190
2021-04-23,SHIB-USD,,,,,151001682
2021-04-24,SHIB-USD,,,,,83694373
2021-04-25,SHIB-USD,,,,,90558038
2021-04-26,SHIB-USD,,,,,102581471
2021-04-27,SHIB-USD,,,,,102515602
2021-04-28,SHIB-USD,,,,,139690065
2021-04-29,SHIB-USD,,,,,96378675
2021-04-30,SHIB-USD,,,,,133732362
2021-05-01,SHIB-USD,,,,,92395224
2021-05-02,SHIB-USD,,,,,59652130
2021-05-03,SHIB-USD,,,,,40570107
2021-05-04,SHIB-USD,,,,,64001867
2021-05-05,SHIB-USD,,,,,47093779
2021-05-06,SHIB-USD,,,,,27406652
2021-05-07,SHIB-USD,,,,,367358434
2021-05-08,SHIB-USD,,,,,6118033567
2021-05-09,SHIB-USD,,,,,6171534719
2021-05-10,SHIB-USD,,,,,19546576207
2021-05-11,SHIB-USD,,,,,9743912953
2021-05-12,SHIB-USD,,,,,7320441816
2021-05-13,SHIB-USD,,,,,6879491005
2021-05-14,SHIB-USD,,,,,2909604830
2021-05-15,SHIB-USD,,,,,2607873205
2021-05-16,SHIB-USD,,,,,3225440403
2021-05-17,SHIB-USD,,,,,3466116394
2021-05-18,SHIB-USD,,,,,1743302789
2021-05-19,SHIB-USD,,,,,3271067996
2021-05-20,SHIB-USD,,,,,2507945867
2021-05-21,SHIB-USD,,,,,1547207565
2021-05-22,SHIB-USD,,,,,1229821215
2021-05-23,SHIB-USD,,,,,1585032040
2021-05-24,SHIB-USD,,,,,2179651359
2021-05-25,SHIB-USD,,,,,1415340765
2021-05-26,SHIB-USD,,,,,994520516
2021-05-27,SHIB-USD,,,,,679602960
2021-05-28,SHIB-USD,,,,,690703669
2021-05-29,SHIB-USD,,,,,502184994
2021-05-30,SHIB-USD,,,,,440967883
2021-05-31,SHIB-USD,,,,,910298126
2021-06-01,SHIB-USD,,,,,795576484
2021-06-02,SHIB-USD,,,,,1190841704
2021-06-03,SHIB-USD,,,,,841784028
2021-06-04,SHIB-USD,,,,,819027578
2021-06-05,SHIB-USD,,,,,507707187
2021-06-06,SHIB-USD,,,,,359457882
2021-06-07,SHIB-USD,,,,,469707680
2021-06-08,SHIB-USD,,,,,794735555
2021-06-09,SHIB-USD,,,,,546752922
2021-06-10,SHIB-USD,,,,,420178357
2021-06-11,SHIB-USD,,,,,402206125
2021-06-12,SHIB-USD,,,,,602206703
2021-06-13,SHIB-USD,,,,,479855598
2021-06-14,SHIB-USD,,,,,484227038
2021-06-15,SHIB-USD,,,,,464565251
2021-06-16,SHIB-USD,,,,,1147441100
2021-06-17,SHIB-USD,,,,,645884625
2021-06-18,SHIB-USD,,,,,560685269
2021-06-19,SHIB-USD,,,,,800211655
2021-06-20,SHIB-USD,,,,,644943959
2021-06-21,SHIB-USD,,,,,719083156
2021-06-22,SHIB-USD,,,,,798815195
2021-06-23,SHIB-USD,,,,,538227669
2021-06-24,SHIB-USD,,,,,374340895
2021-06-25,SHIB-USD,,,,,809551822
2021-06-26,SHIB-USD,,,,,506208122
2021-06-27,SHIB-USD,,,,,368723897
2021-06-28,SHIB-USD,,,,,511642751
2021-06-29,SHIB-USD,,,,,1049937292
2021-06-30,SHIB-USD,,,,,774601888
2021-07-01,SHIB-USD,,,,,472303878
2021-07-02,SHIB-USD,,,,,350380456
2021-07-03,SHIB-USD,,,,,387155665
2021-07-04,SHIB-USD,,,,,382389431
2021-07-05,SHIB-USD,,,,,414501521
2021-07-06,SHIB-USD,,,,,695333646
2021-07-07,SHIB-USD,,,,,400230047
2021-07-08,SHIB-USD,,,,,461821077
2021-07-09,SHIB-USD,,,,,329969149
2021-07-10,SHIB-USD,,,,,307713037
2021-07-11,SHIB-USD,,,,,298920323
2021-07-12,SHIB-USD,,,,,368432617
2021-07-13,SHIB-USD,,,,,314206348
2021-07-14,SHIB-USD,,,,,395606690
2021-07-15,SHIB-USD,,,,,324530088
2021-07-16,SHIB-USD,,,,,271727428
2021-07-17,SHIB-USD,,,,,268313051
2021-07-18,SHIB-USD,,,,,248486447
2021-07-19,SHIB-USD,,,,,300950718
2021-07-20,SHIB-USD,,,,,319956020
2021-07-21,SHIB-USD,,,,,426562130
