Date,Ticker,Open,High,Low,Close,Volume
,,SHIB-USD,SHIB-USD,SHIB-USD,SHIB-USD,SHIB-USD
2021-07-22,SHIB-USD,,,,,280680850
2021-07-23,SHIB-USD,,,,,287940255
2021-07-24,SHIB-USD,,,,,306621338
2021-07-25,SHIB-USD,,,,,254137124
2021-07-26,SHIB-USD,,,,,498257871
2021-07-27,SHIB-USD,,,,,255458467
2021-07-28,SHIB-USD,,,,,226907730
2021-07-29,SHIB-USD,,,,,242987987
2021-07-30,SHIB-USD,,,,,230614586
2021-07-31,SHIB-USD,,,,,198884325
2021-08-01,SHIB-USD,,,,,311601900
2021-08-02,SHIB-USD,,,,,233023667
2021-08-03,SHIB-USD,,,,,199311312
2021-08-04,SHIB-USD,,,,,204792386
2021-08-05,SHIB-USD,,,,,223975108
2021-08-06,SHIB-USD,,,,,248522840
2021-08-07,SHIB-USD,,,,,734135430
2021-08-08,SHIB-USD,,,,,923406924
2021-08-09,SHIB-USD,,,,,513264306
2021-08-10,SHIB-USD,,,,,358181887
2021-08-11,SHIB-USD,,,,,567005556
2021-08-12,SHIB-USD,,,,,447258857
2021-08-13,SHIB-USD,,,,,405525616
2021-08-14,SHIB-USD,,,,,633410230
2021-08-15,SHIB-USD,,,,,511338751
2021-08-16,SHIB-USD,,,,,1002600515
2021-08-17,SHIB-USD,,,,,655276452
2021-08-18,SHIB-USD,,,,,490220596
2021-08-19,SHIB-USD,,,,,358840820
2021-08-20,SHIB-USD,,,,,360709045
2021-08-21,SHIB-USD,,,,,314483766
2021-08-22,SHIB-USD,,,,,292686165
2021-08-23,SHIB-USD,,,,,327215667
2021-08-24,SHIB-USD,,,,,393979166
2021-08-25,SHIB-USD,,,,,338503381
2021-08-26,SHIB-USD,,,,,323676890
2021-08-27,SHIB-USD,,,,,320305426
2021-08-28,SHIB-USD,,,,,223873537
2021-08-29,SHIB-USD,,,,,236155012
2021-08-30,SHIB-USD,,,,,253774182
2021-08-31,SHIB-USD,,,,,290290305
2021-09-01,SHIB-USD,,,,,261160667
2021-09-02,SHIB-USD,,,,,283366175
2021-09-03,SHIB-USD,,,,,260789327
2021-09-04,SHIB-USD,,,,,378296266
2021-09-05,SHIB-USD,,,,,300455633
2021-09-06,SHIB-USD,,,,,334086564
2021-09-07,SHIB-USD,,,,,626371078
2021-09-08,SHIB-USD,,,,,986403280
2021-09-09,SHIB-USD,,,,,784078100
2021-09-10,SHIB-USD,,,,,423733163
2021-09-11,SHIB-USD,,,,,229243568
2021-09-12,SHIB-USD,,,,,243064232
2021-09-13,SHIB-USD,,,,,312789256
2021-09-14,SHIB-USD,,,,,184111151
2021-09-15,SHIB-USD,,,,,203289266
2021-09-16,SHIB-USD,,,,,1624140154
2021-09-17,SHIB-USD,,,,,1663423890
2021-09-18,SHIB-USD,,,,,495513218
2021-09-19,SHIB-USD,,,,,572892039
2021-09-20,SHIB-USD,,,,,586521394
2021-09-21,SHIB-USD,,,,,382463972
2021-09-22,SHIB-USD,,,,,280642205
2021-09-23,SHIB-USD,,,,,370820478
2021-09-24,SHIB-USD,,,,,456964069
2021-09-25,SHIB-USD,,,,,227277343
2021-09-26,SHIB-USD,,,,,257921523
2021-09-27,SHIB-USD,,,,,207040951
2021-09-28,SHIB-USD,,,,,229379215
2021-09-29,SHIB-USD,,,,,193035725
2021-09-30,SHIB-USD,,,,,308553065
2021-10-01,SHIB-USD,,,,,316837935
2021-10-02,SHIB-USD,,,,,320232218
2021-10-03,SHIB-USD,,,,,627602337
2021-10-04,SHIB-USD,,,,,5113996411
2021-10-05,SHIB-USD,,,,,9382762020
2021-10-06,SHIB-USD,,,,,15233960302
2021-10-07,SHIB-USD,,,,,18731843000
2021-10-08,SHIB-USD,,,,,12326548369
2021-10-09,SHIB-USD,,,,,6401062357
2021-10-10,SHIB-USD,,,,,3597266431
2021-10-11,SHIB-USD,,,,,7321688785
2021-10-12,SHIB-USD,,,,,4868743619
2021-10-13,SHIB-USD,,,,,3082220289
2021-10-14,SHIB-USD,,,,,2727081948
2021-10-15,SHIB-USD,,,,,4121246428
2021-10-16,SHIB-USD,,,,,1871226740
2021-10-17,SHIB-USD,,,,,2304858857
2021-10-18,SHIB-USD,,,,,3919367323
2021-10-19,SHIB-USD,,,,,1651861422
2021-10-20,SHIB-USD,,,,,1676016339
2021-10-21,SHIB-USD,,,,,1540610794
2021-10-22,SHIB-USD,,,,,1297177007
2021-10-23,SHIB-USD,,,,,4703212108
2021-10-24,SHIB-USD,,,,,15337292521
2021-10-25,SHIB-USD,,,,,8244210217
2021-10-26,SHIB-USD,,,,,11176750625
2021-10-27,SHIB-USD,,,,,39053846018
2021-10-28,SHIB-USD,,,,,32835212339
2021-10-29,SHIB-USD,,,,,14287074318
2021-10-30,SHIB-USD,,,,,8093183339
2021-10-31,SHIB-USD,,,,,7990702699
2021-11-01,SHIB-USD,,,,,8120747918
2021-11-02,SHIB-USD,,,,,5316969434
2021-11-03,SHIB-USD,,,,,6495261244
2021-11-04,SHIB-USD,,,,,11486664527
2021-11-05,SHIB-USD,,,,,12401211699
2021-11-06,SHIB-USD,,,,,6445477874
2021-11-07,SHIB-USD,,,,,3123242451
2021-11-08,SHIB-USD,,,,,4496482335
2021-11-09,SHIB-USD,,,,,3142625649
2021-11-10,SHIB-USD,,,,,4318757158
2021-11-11,SHIB-USD,,,,,5753844727
2021-11-12,SHIB-USD,,,,,2888701214
2021-11-13,SHIB-USD,,,,,1678572265
2021-11-14,SHIB-USD,,,,,2504828825
2021-11-15,SHIB-USD,,,,,2588941477
2021-11-16,SHIB-USD,,,,,3935874227
2021-11-17,SHIB-USD,,,,,2389403757
2021-11-18,SHIB-USD,,,,,3495863723
2021-11-19,SHIB-USD,,,,,4244014798
2021-11-20,SHIB-USD,,,,,2406332845
2021-11-21,SHIB-USD,,,,,1636858723
2021-11-22,SHIB-USD,,,,,1806619697
2021-11-23,SHIB-USD,,,,,1893597811
2021-11-24,SHIB-USD,,,,,2027746049
2021-11-25,SHIB-USD,,,,,4151282645
2021-11-26,SHIB-USD,,,,,3770758761
2021-11-27,SHIB-USD,,,,,2068580738
2021-11-28,SHIB-USD,,,,,1902056544
2021-11-29,SHIB-USD,,,,,3667758287
2021-11-30,SHIB-USD,,,,,9568498541
2021-12-01,SHIB-USD,,,,,3482541861
2021-12-02,SHIB-USD,,,,,2042872233
2021-12-03,SHIB-USD,,,,,2740977676
2021-12-04,SHIB-USD,,,,,3873494147
2021-12-05,SHIB-USD,,,,,2307804650
2021-12-06,SHIB-USD,,,,,2321209665
2021-12-07,SHIB-USD,,,,,1844522891
2021-12-08,SHIB-USD,,,,,1257581860
2021-12-09,SHIB-USD,,,,,1123882103
2021-12-10,SHIB-USD,,,,,1033903140
2021-12-11,SHIB-USD,,,,,940194089
2021-12-12,SHIB-USD,,,,,1460048877
2021-12-13,SHIB-USD,,,,,1464806802
2021-12-14,SHIB-USD,,,,,1476971270
2021-12-15,SHIB-USD,,,,,1184733848
2021-12-16,SHIB-USD,,,,,996204378
2021-12-17,SHIB-USD,,,,,1162002333
2021-12-18,SHIB-USD,,,,,709723245
2021-12-19,SHIB-USD,,,,,614447517
2021-12-20,SHIB-USD,,,,,1811009989
2021-12-21,SHIB-USD,,,,,1375249878
2021-12-22,SHIB-USD,,,,,2281163530
2021-12-23,SHIB-USD,,,,,2040585378
2021-12-24,SHIB-USD,,,,,2060282601
2021-12-25,SHIB-USD,,,,,1127932936
2021-12-26,SHIB-USD,,,,,1212604991
2021-12-27,SHIB-USD,,,,,1265319187
2021-12-28,SHIB-USD,,,,,1817436004
2021-12-29,SHIB-USD,,,,,1210252540
2021-12-30,SHIB-USD,,,,,989363049
2021-12-31,SHIB-USD,,,,,934738093
2022-01-01,SHIB-USD,,,,,608789558
2022-01-02,SHIB-USD,,,,,574109134
2022-01-03,SHIB-USD,,,,,720676202
2022-01-04,SHIB-USD,,,,,717218977
2022-01-05,SHIB-USD,,,,,1138566779
2022-01-06,SHIB-USD,,,,,1172523092
2022-01-07,SHIB-USD,,,,,1169467775
2022-01-08,SHIB-USD,,,,,1081101278
2022-01-09,SHIB-USD,,,,,741130328
2022-01-10,SHIB-USD,,,,,1044022667
2022-01-11,SHIB-USD,,,,,856528185
2022-01-12,SHIB-USD,,,,,1541810685
2022-01-13,SHIB-USD,,,,,1435576624
2022-01-14,SHIB-USD,,,,,1538750911
2022-01-15,SHIB-USD,,,,,697319385
2022-01-16,SHIB-USD,,,,,613620998
2022-01-17,SHIB-USD,,,,,758868918
2022-01-18,SHIB-USD,,,,,817784966
2022-01-19,SHIB-USD,,,,,644592746
2022-01-20,SHIB-USD,,,,,380410746
2022-01-21,SHIB-USD,,,,,1422249920
2022-01-22,SHIB-USD,,,,,2140529993
2022-01-23,SHIB-USD,,,,,1957464251
2022-01-24,SHIB-USD,,,,,1924476636
2022-01-25,SHIB-USD,,,,,1047337942
2022-01-26,SHIB-USD,,,,,1155008423
2022-01-27,SHIB-USD,,,,,890469542
2022-01-28,SHIB-USD,,,,,538455794
2022-01-29,SHIB-USD,,,,,551033703
2022-01-30,SHIB-USD,,,,,488342024
2022-01-31,SHIB-USD,,,,,531285879
2022-02-01,SHIB-USD,,,,,519254046
2022-02-02,SHIB-USD,,,,,484518640
2022-02-03,SHIB-USD,,,,,421850042
2022-02-04,SHIB-USD,,,,,609855710
2022-02-05,SHIB-USD,,,,,842566055
2022-02-06,SHIB-USD,,,,,2156462842
2022-02-07,SHIB-USD,,,,,4764331366
2022-02-08,SHIB-USD,,,,,3618590002
2022-02-09,SHIB-USD,,,,,2365650708
2022-02-10,SHIB-USD,,,,,2546459745
2022-02-11,SHIB-USD,,,,,2012806768
2022-02-12,SHIB-USD,,,,,1683120664
2022-02-13,SHIB-USD,,,,,2065365631
2022-02-14,SHIB-USD,,,,,1558119657
2022-02-15,SHIB-USD,,,,,1602354887
2022-02-16,SHIB-USD,,,,,1350071541
2022-02-17,SHIB-USD,,,,,2067544526
2022-02-18,SHIB-USD,,,,,1458694142
2022-02-19,SHIB-USD,,,,,929189862
2022-02-20,SHIB-USD,,,,,1235841144
2022-02-21,SHIB-USD,,,,,2001180593
2022-02-22,SHIB-USD,,,,,1524043647
2022-02-23,SHIB-USD,,,,,1728129985
2022-02-24,SHIB-USD,,,,,3275038601
2022-02-25,SHIB-USD,,,,,1740381961
2022-02-26,SHIB-USD,,,,,1099351580
2022-02-27,SHIB-USD,,,,,1217089606
2022-02-28,SHIB-USD,,,,,1513953706
2022-03-01,SHIB-USD,,,,,2075874028
2022-03-02,SHIB-USD,,,,,1396864024
2022-03-03,SHIB-USD,,,,,963213922
2022-03-04,SHIB-USD,,,,,977852640
2022-03-05,SHIB-USD,,,,,722836004
2022-03-06,SHIB-USD,,,,,639453988
2022-03-07,SHIB-USD,,,,,877141756
2022-03-08,SHIB-USD,,,,,703855373
2022-03-09,SHIB-USD,,,,,951434921
2022-03-10,SHIB-USD,,,,,818094363
2022-03-11,SHIB-USD,,,,,748848965
2022-03-12,SHIB-USD,,,,,438871956
2022-03-13,SHIB-USD,,,,,660720467
2022-03-14,SHIB-USD,,,,,632243876
2022-03-15,SHIB-USD,,,,,640514222
2022-03-16,SHIB-USD,,,,,841713079
2022-03-17,SHIB-USD,,,,,594487997
2022-03-18,SHIB-USD,,,,,696479699
2022-03-19,SHIB-USD,,,,,1912871449
2022-03-20,SHIB-USD,,,,,1176567440
2022-03-21,SHIB-USD,,,,,746003820
2022-03-22,SHIB-USD,,,,,987790840
2022-03-23,SHIB-USD,,,,,1272114432
2022-03-24,SHIB-USD,,,,,1339708814
2022-03-25,SHIB-USD,,,,,906531254
2022-03-26,SHIB-USD,,,,,472902729
2022-03-27,SHIB-USD,,,,,792774798
2022-03-28,SHIB-USD,,,,,3561607258
2022-03-29,SHIB-USD,,,,,2063838416
2022-03-30,SHIB-USD,,,,,1629913880
2022-03-31,SHIB-USD,,,,,1418516436
2022-04-01,SHIB-USD,,,,,1141763445
2022-04-02,SHIB-USD,,,,,1189366972
2022-04-03,SHIB-USD,,,,,918512393
2022-04-04,SHIB-USD,,,,,1101356399
2022-04-05,SHIB-USD,,,,,1507483085
2022-04-06,SHIB-USD,,,,,1296200471
2022-04-07,SHIB-USD,,,,,687645596
2022-04-08,SHIB-USD,,,,,624386355
2022-04-09,SHIB-USD,,,,,456283801
2022-04-10,SHIB-USD,,,,,683926475
2022-04-11,SHIB-USD,,,,,739648605
2022-04-12,SHIB-USD,,,,,3927623558
2022-04-13,SHIB-USD,,,,,2032682825
2022-04-14,SHIB-USD,,,,,1152162515
2022-04-15,SHIB-USD,,,,,464520286
2022-04-16,SHIB-USD,,,,,338664091
2022-04-17,SHIB-USD,,,,,420838842
2022-04-18,SHIB-USD,,,,,713137006
2022-04-19,SHIB-USD,,,,,514266085
2022-04-20,SHIB-USD,,,,,628811523
2022-04-21,SHIB-USD,,,,,520836111
2022-04-22,SHIB-USD,,,,,431642746
2022-04-23,SHIB-USD,,,,,341880954
2022-04-24,SHIB-USD,,,,,328056265
2022-04-25,SHIB-USD,,,,,1200258088
2022-04-26,SHIB-USD,,,,,729940767
2022-04-27,SHIB-USD,,,,,650386644
2022-04-28,SHIB-USD,,,,,472878759
2022-04-29,SHIB-USD,,,,,677823796
2022-04-30,SHIB-USD,,,,,818405640
2022-05-01,SHIB-USD,,,,,848056380
2022-05-02,SHIB-USD,,,,,592820970
2022-05-03,SHIB-USD,,,,,403376379
2022-05-04,SHIB-USD,,,,,636180875
2022-05-05,SHIB-USD,,,,,713051913
2022-05-06,SHIB-USD,,,,,585924268
2022-05-07,SHIB-USD,,,,,423936667
2022-05-08,SHIB-USD,,,,,537073562
2022-05-09,SHIB-USD,,,,,1391408513
2022-05-10,SHIB-USD,,,,,1923105329
2022-05-11,SHIB-USD,,,,,1583801209
2022-05-12,SHIB-USD,,,,,1412033424
2022-05-13,SHIB-USD,,,,,1436004010
2022-05-14,SHIB-USD,,,,,821428365
2022-05-15,SHIB-USD,,,,,476871904
2022-05-16,SHIB-USD,,,,,470716635
2022-05-17,SHIB-USD,,,,,502026876
2022-05-18,SHIB-USD,,,,,447213809
2022-05-19,SHIB-USD,,,,,428502212
2022-05-20,SHIB-USD,,,,,318906896
2022-05-21,SHIB-USD,,,,,269090360
2022-05-22,SHIB-USD,,,,,346543992
2022-05-23,SHIB-USD,,,,,684387210
2022-05-24,SHIB-USD,,,,,338191313
2022-05-25,SHIB-USD,,,,,270410751
2022-05-26,SHIB-USD,,,,,470812067
2022-05-27,SHIB-USD,,,,,405412906
2022-05-28,SHIB-USD,,,,,231462555
2022-05-29,SHIB-USD,,,,,419949041
2022-05-30,SHIB-USD,,,,,635871505
2022-05-31,SHIB-USD,,,,,475903019
2022-06-01,SHIB-USD,,,,,428977853
2022-06-02,SHIB-USD,,,,,295981470
2022-06-03,SHIB-USD,,,,,255259560
2022-06-04,SHIB-USD,,,,,176261542
2022-06-05,SHIB-USD,,,,,175363152
2022-06-06,SHIB-USD,,,,,299560801
2022-06-07,SHIB-USD,,,,,344739034
2022-06-08,SHIB-USD,,,,,228040184
2022-06-09,SHIB-USD,,,,,384640508
2022-06-10,SHIB-USD,,,,,241095707
2022-06-11,SHIB-USD,,,,,347009991
2022-06-12,SHIB-USD,,,,,468217434
2022-06-13,SHIB-USD,,,,,665964700
2022-06-14,SHIB-USD,,,,,478277756
2022-06-15,SHIB-USD,,,,,514356384
2022-06-16,SHIB-USD,,,,,343758214
2022-06-17,SHIB-USD,,,,,210833181
2022-06-18,SHIB-USD,,,,,304500488
2022-06-19,SHIB-USD,,,,,310911208
2022-06-20,SHIB-USD,,,,,247862112
2022-06-21,SHIB-USD,,,,,1578164594
2022-06-22,SHIB-USD,,,,,1212245866
2022-06-23,SHIB-USD,,,,,679449485
2022-06-24,SHIB-USD,,,,,804722625
2022-06-25,SHIB-USD,,,,,926458281
2022-06-26,SHIB-USD,,,,,647639113
2022-06-27,SHIB-USD,,,,,524506475
2022-06-28,SHIB-USD,,,,,472570140
2022-06-29,SHIB-USD,,,,,582310241
2022-06-30,SHIB-USD,,,,,604730096
2022-07-01,SHIB-USD,,,,,423518491
2022-07-02,SHIB-USD,,,,,220131113
2022-07-03,SHIB-USD,,,,,204381631
2022-07-04,SHIB-USD,,,,,289253382
2022-07-05,SHIB-USD,,,,,462032913
2022-07-06,SHIB-USD,,,,,317999228
2022-07-07,SHIB-USD,,,,,454333295
2022-07-08,SHIB-USD,,,,,586643040
2022-07-09,SHIB-USD,,,,,419470972
2022-07-10,SHIB-USD,,,,,337983053
2022-07-11,SHIB-USD,,,,,332271712
2022-07-12,SHIB-USD,,,,,287884681
2022-07-13,SHIB-USD,,,,,375466274
2022-07-14,SHIB-USD,,,,,316823106
2022-07-15,SHIB-USD,,,,,357658131
2022-07-16,SHIB-USD,,,,,280242047
2022-07-17,SHIB-USD,,,,,259125727
2022-07-18,SHIB-USD,,,,,831610865
2022-07-19,SHIB-USD,,,,,781843830
2022-07-20,SHIB-USD,,,,,991060912
2022-07-21,SHIB-USD,,,,,532904234
2022-07-22,SHIB-USD,,,,,451101879
2022-07-23,SHIB-USD,,,,,379227119
2022-07-24,SHIB-USD,,,,,288641414
2022-07-25,SHIB-USD,,,,,379432978
2022-07-26,SHIB-USD,,,,,342257533
2022-07-27,SHIB-USD,,,,,497164432
2022-07-28,SHIB-USD,,,,,675002934
2022-07-29,SHIB-USD,,,,,576891148
2022-07-30,SHIB-USD,,,,,683137653
2022-07-31,SHIB-USD,,,,,421765443
2022-08-01,SHIB-USD,,,,,616917563
2022-08-02,SHIB-USD,,,,,395081060
